sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation,neutral
 pharmaceutical industry trade group on Thursday defended the cost of Gilead Sciences Inc\'s new hepatitis C drug  Sovaldi  saying such treatments offer a priceless breakthrough for patients with the liver-destroying virus,0,1,0,0,0,0,0,0,0
Natty  it's a roller coaster ride and it takes a very strong person to stay the course,0,0,0,0,0,0,0,1,0
Tomorrow I pick up Hubby from  the B&B  nursing home so he can spend a day at home,1,0,0,0,0,0,0,0,0
Splash when you get a chance drop us a line and let us know how your doing,0,1,0,0,0,0,0,0,0
David  You're truly one of the great thinkers of our time  I've been telling Karen for a month now that Mark is so much like her ,0,1,0,0,0,0,0,0,0
Much of my brain haze declined when I cut out foods high in ammonia,1,0,0,0,0,0,0,0,0
it had slipped my mind that some cough meds have alcohol in them,0,0,0,1,0,0,0,0,0
I think naming this forum Hepatitis is very misleading,0,0,0,0,0,1,0,0,0
  But sometimes she can barely walk and has a lot of trouble getting up from a lying position,0,0,0,0,1,0,0,0,0
 These two things alone makes for bad characters in the ultimate pity party play ,0,0,0,0,0,1,0,0,0
 If your brother-in-law is handling her meds  he can do this,0,1,0,0,0,0,0,0,0
 With the economy being what it is now  they are making big cuts to Medicaid,0,0,0,0,0,0,1,0,0
 It would be cheaper for them to cover this treatment for 12 weeks rather than years of anti-rejection drugs after a transplant or cancer drugs if I develop liver cancer,0,0,0,0,0,1,0,0,0
 This morning we went up she is a medically induced coma  so she is resting  but she is only attempting to breathe about3 times a minute on her own according to the monitor,0,0,1,0,0,0,0,0,0
  Even if it's positive  there are a number of treatments available to shrink and/or kill the tumor,0,1,0,0,0,0,0,0,0
 She goes back to her hepatologist in a week so maybe I can get him to talk to her aboutit,0,1,0,0,0,0,0,0,0
Barrylink - thank youI am pretty healthy - I smoke about1/2 pack of cigs a day and those do not taste real good right now - so who know - might be quitting,0,0,0,0,0,0,0,1,0
WorkinGirl  given his alcohol history  your hubby no doubt has ALD and probably cirrhosis,0,0,0,0,0,0,0,0,1
  He had a tumor in his liver at transplant time so they check very often,1,0,0,0,0,0,0,0,0
 So all of us can benefit from a bit of HALT in our lives,1,0,0,0,0,0,0,0,0
 In the cold months I like to make polenta yellow corn meal to accompany entrees,0,0,0,0,0,0,0,0,1
  His MELD score fluctuates between 13-16 every 90 days,0,0,1,0,0,0,0,0,0
I just switched Lyme specialists and at my initial appointment she ordered a gazillion labs  of which included a hep a  b  and c panel 14 vials of blood,0,0,0,0,0,1,0,0,0
 As you say  we've gotten to know you and now are concerned aboutyou,0,0,1,0,0,0,0,0,0
 He was cured in 2014  but had that virus inside him for the first 3 years  and that is a risk for his new liver,0,0,1,0,0,0,0,0,0
  Especially when I have no control over what they are feeding him in hospital,0,0,1,0,0,0,0,0,0
 However  when the liver is damaged  these poisons can build up in the bloodstream,0,0,1,0,0,0,0,0,0
  We try and have a very calm enviroment around the house and try to keep the stress level down as much as possible,0,0,0,0,0,0,0,1,0
 I cane in there and she was standing there  with a very absent look on her face and just kept repeating 3 phrases,0,0,0,0,1,0,0,0,0
 filled it and tossed it down like a shot of whiskey,0,0,0,0,0,1,0,0,0
When I go to see him  he cries and is despondent aboutthe shape of his body  pain  energy level  the side effects of the drugs  and his general lack of interest in life,0,0,0,0,1,0,0,0,0
  I will keep her safe with me and have home care come in for bloodwork and PT,1,0,0,0,0,0,0,0,0
These can be 911 emergencies  especially the bleeding,0,0,1,0,0,0,0,0,0
 just have to keep a lock on those threads when they run out of control,0,0,1,0,0,0,0,0,0
Kimip2 I had the tips procedure done in February of this year,0,0,0,0,0,0,0,0,1
 The blood test before that it was a 31 His MELD was higher then,0,0,0,0,0,0,0,0,1
 It\'s like we are all sitting on Gods roulette wheel sometimes,0,0,0,0,0,0,1,0,0
 I'm now tapering off the pred  just have to see how things go from here,0,0,0,0,0,0,0,1,0
 your mom may want to quit but the addiction may be to strong or she may say whatever im dying anyways and keep on,0,0,0,0,0,1,0,0,0
The doctors are taking an educated guess of cirrhosis when they don't do a biopsy,0,0,0,0,0,0,0,0,1
 This is to prevent you from falling through the cracks and not being noticed,0,0,0,0,0,0,0,0,1
  for me as we are all different I think the Xanax is the lesser of the two evils Xanax vs Ambien,0,0,0,0,0,0,0,1,0
 I just know the last several times she has gotten sick and had a spell of HE  she has complained of her stomach and thought she was going to vomit,0,0,0,0,1,0,0,0,0
 I always asked him abouthis results from lactulose  his sugars  inspected his feet and his other vitals  BP  weight  temp and oxygen levels,0,0,0,0,0,0,0,0,1
   Seeing the Oncologist Sept 19 for the next process to be done,0,1,0,0,0,0,0,0,0
 later  he was called in for review--despite the fact that he had since had a stroke  a heart attack  developed diabetes and esophageal cancer for which he had received radiation,0,0,0,0,1,0,0,0,0
 I was so tired by that point of his evaluation that I did not absorb,0,0,0,0,1,0,0,0,0
 It is hard on us both  him more so  but we know that she is really suffering,0,0,0,0,1,0,0,0,0
I hope all who is reading this has a great dayRespectfully',1,0,0,0,0,0,0,0,0
I am so sorry to hear that you have multiple issues,0,0,0,0,1,0,0,0,0
ytrewq Welcome to HealingWell Sorry to hear your brother is in his own denial,0,0,0,0,1,0,0,0,0
all they\'ve done is blood work and a liverultrasound,0,0,0,0,0,0,1,0,0
  We just had an Ultrasound done and are awaiting the results,0,1,0,0,0,0,0,0,0
 I sat down and rested during this time and i took tylenol2 of them extra strength that seemed to help,1,0,0,0,0,0,0,0,0
 You may feel comfortable in limbo land because you are worried aboutfalling back into bad habits maybe,0,0,1,0,0,0,0,0,0
  I was afraid that any day I was going to wake up  and he was going to be gone,0,0,1,0,0,0,0,0,0
 It sounds like you are doing the right things and progress is being made,0,1,0,0,0,0,0,0,0
Of course I read things and talk to doctors aswell when I can  Ive told you these things and you still keep ranting aboutthe internet,0,0,0,0,0,0,1,0,0
 Also  her creatinine level is very  very slightly elevated,1,0,0,0,0,0,0,0,0
  Good to hear that you and hubby are taking good care of yourselves,1,0,0,0,0,0,0,0,0
 Since that time  I may have had a total of 6 beers in the following 3 months no itching with beer just wine,0,0,0,0,0,0,0,0,1
 Some of them have reasons for liver disease independent of the procedures,0,0,0,0,1,0,0,0,0
my hubby has a fasination with gypsy culture and has all kinds of books on gypsies,0,0,0,0,0,0,0,0,1
  No yellow-ness  swelling  vomiting  ascites or edema that I can tell,1,0,0,0,0,0,0,0,0
 You guys are veterans  what do you think aboutall this,0,1,0,0,0,0,0,0,0
 The son who's on the black ban is 28 and has done that weed smoking crap since he was 16 ,0,0,0,0,0,0,1,0,0
 If he went to a doctor and was diagnosed  I\'d be the first to try and help,0,0,0,0,0,0,0,1,0
 There is no point in someone being unprofessional and making others feel that they are not as important as they are,0,0,0,0,0,0,1,0,0
  I did see that HEP A symptoms can relapse 6 - 9 months ago but have not seen anything abouta year and a half later,1,0,0,0,0,0,0,0,0
 We did not think he would make it  but he went to AA  got in a good liver program at Jackson Transplant Center in Miami FL  took alll the medicines  followed their directions perfectly  and lived long enough to qualify for and get a liver transplant,1,0,0,0,0,0,0,0,0
 I now know that that particular counselor  who had access to my urine  was replacing my clean urine with his dirty urine,0,0,0,0,0,0,1,0,0
don't ever give up hope just because you have been told it is hopeless,0,1,0,0,0,0,0,0,0
 im a reasonably intelligent girl but this just baffles me,0,0,0,1,0,0,0,0,0
 She is sleeping a whole lot now  more than I have ever seen her do,0,0,1,0,0,0,0,0,0
 Sorry you are going through this and hope you are able to find treatment for the Hep C that works for you,0,1,0,0,0,0,0,0,0
 but since I was diagnosed in 2005 I have been afraid to get into a relationship because of hep c I am the type of person that goes right to the truth & would probably tell them on the 1st date so its just easier not to,0,0,1,0,0,0,0,0,0
Hillebrand said he is seeing two general types of liver patients in Southern Nevada,0,0,0,0,0,0,0,0,1
no over nights in the hopsital  but we will be there all day every day,0,0,0,0,0,0,0,1,0
 So the doctors said I've been dealing with severe depression due to the fact that I did try to take me life twice,0,0,1,0,0,0,0,0,0
 Went for transplant eval last Aug and then 4 months later was told not to worry abouta transplant at the moment and that in June we would instead start treatment,0,1,0,0,0,0,0,0,0
My pcp is as blunt  if not more so than your husbands doctor,0,0,0,0,0,0,0,0,1
 He wants to wait to do the biopsy because she has to get BW done first,0,1,0,0,0,0,0,0,0
While 95 percent of the patients are from Southern Nevada  registry respondents come from 43 states  Labus said,0,0,0,0,0,0,0,0,1
 thought it was safe to do so for a couple days until my appointment Tuesday,0,0,0,0,0,0,0,0,1
 I hope in time she will be willing to listen to you and to learn more aboutthis disease,0,1,0,0,0,0,0,0,0
  I felt much better undergoing the procedure after speaking with him,1,0,0,0,0,0,0,0,0
they hold  so much power over their own future and health,0,1,0,0,0,0,0,0,0
I am going to contact Dany to alerther to your post,0,0,0,0,0,0,0,1,0
  What does taking lactulose and walking around nude have in common,0,0,0,0,0,0,0,0,1
We have noticed many child like characteristics coming out in her lately,0,0,0,0,0,0,0,1,0
I have turned into a mean  angry person  who is never happy,0,0,0,0,1,0,0,0,0
There were 49 members listed for GB  but there are probably others that didn't join that list,0,0,0,0,0,0,0,0,1
  He's an intense guy  but he did not give up on me,0,1,0,0,0,0,0,0,0
  Still don't have to return to cancer center until next February,1,0,0,0,0,0,0,0,0
there is dialysis for kidneys  but nothing for a bum liver,0,0,0,0,0,0,1,0,0
 The daughter was completely uncontrollable and in and out of consciousness during the meeting ,0,0,0,0,0,0,1,0,0
 All to often people tend to ignore the possibility of a early death or the ability of a disease to incapacitate them long before they die and the result only adds to the physical loss of a loved one ,0,0,0,0,1,0,0,0,0
You're welcome and I hope for you and your Mom's sake that he will,0,1,0,0,0,0,0,0,0
  There are no words  only deep sadness that another loved one has lost the battle,0,0,0,0,1,0,0,0,0
 It also has charities and will assist you in funding via the internet,0,0,0,0,0,0,0,0,1
The ones you might want to post here are AST  ALT  Alk Phos liver enzymes  bilirubin  creatinine,0,0,0,0,0,0,0,0,1
I am going to recommend the Healing Well Depression forum to you,0,1,0,0,0,0,0,0,0
Hi everyone  this is my first time here and you all sound so nice,0,1,0,0,0,0,0,0,0
 I did feel better after watching the Tony Awards last night,1,0,0,0,0,0,0,0,0
 When she was in the hospital  there was blood in her urine  so her kidney function  although it is still ok  is not great,0,0,0,0,1,0,0,0,0
Ok the answer is if you're not married you write a separate lease for the significant other,0,0,0,0,0,0,0,0,1
 its playing on my conscience a bit  i dont like to lie,0,0,1,0,0,0,0,0,0
 After tx  it went up to 40 and has been weaned down to 5 in late January,0,0,0,0,0,0,0,0,1
 I'm feeling pretty helpless  he is now becoming very confused and I worry abouthim going and doing things outside the home,0,0,1,0,0,0,0,0,0
give your boys all of your concentration and stop reserving some for the worry of checking your symptoms daily,0,0,0,0,0,0,1,0,0
  He is still attending weekly AA meetings  and all his labs are in the normal or very close to normal range,1,0,0,0,0,0,0,0,0
  It means  a lot to me as I leap off into this somewhat scary new venture,0,1,0,0,0,0,0,0,0
Labus said 91 percent of the former patients reported no risk factors other than having a procedure done at the endoscopy center,0,0,0,0,0,0,0,0,1
 it took me 30 years with no symptoms  and drinking heavily to find it,0,0,0,0,0,0,0,0,1
The ascites thing usually shows up in the lower abdomen and it tends to expand from that point and push it\'s way up to the upper cavities if left unchecked ,0,0,0,0,0,0,0,0,1
  They seem to only last a few hours then go away  usually coming a couple hours after the ribavirin/sovaldi,0,0,0,0,0,0,0,0,1
 As for AIH  blood tests followed by a biopsy are needed for diagnosis,0,0,0,0,0,0,0,0,1
In one particular research OSHA or whoever was running the test for them took stray cats and exposed them to elevated levels of ammonia,0,0,0,0,0,0,0,0,1
After a long discussion with my husband I went to the hospital just to see what was going on,0,0,0,0,0,0,0,0,1
So I told him I would go to his place for a couple of days after he is released  if possible,0,0,0,0,0,0,0,0,1
May both your dog and your husband continue to do well,0,1,0,0,0,0,0,0,0
 He's honest  doesn't sugar coat things and his advice has helped me get through 10 years of liver disease  a cerebral hemorrhage and a transplant,1,0,0,0,0,0,0,0,0
is probably one of the hardest things for her to do,0,0,0,0,1,0,0,0,0
 what my options are now with the cancer remaining in my liverHugs and God Bless Connie,0,0,0,0,0,0,0,0,1
 if you fall off the wagon before your next appointment in october  do not bother coming,0,0,0,0,0,0,0,0,1
also our neighbor is on disability and he's going to come over everyday and check the house for us,0,0,0,0,0,0,0,0,1
Hey Deb   I just went to another thread and see your situation with the Xifaxan,0,0,0,0,0,0,0,0,1
 My advice it put it off retirementas long as possible,0,1,0,0,0,0,0,0,0
 I think I am fairly mentally healthy--no symptoms of anything  and no drugs/alcohol,1,0,0,0,0,0,0,0,0
Hi trish I can't think of anyone here who would think you were big-headed,0,1,0,0,0,0,0,0,0
  He is very down because he feels it is his job to take care of the family - but currently he is unable to,0,0,0,0,1,0,0,0,0
  Also the water thing - yes I do drink a lot of water anyway,0,0,0,0,0,0,0,0,1
 Her prograf level came back this morning and it was perfect - exactly within the range that they want,1,0,0,0,0,0,0,0,0
 Have a good day and hopefully all your sides leave,0,1,0,0,0,0,0,0,0
 doctors gave her 3 months then if she continues to drink she does and she is still here,1,0,0,0,0,0,0,0,0
I am feeling fat this week  - I overate during the holidayI am getting ready to walk on the tread mill - going to walk about2,0,0,0,0,1,0,0,0,0
 My billi got as high as 33 or 34  itching was never a problem oddly enough,1,0,0,0,0,0,0,0,0
I don't know whether infections mess up your transplant position,0,0,0,0,0,0,0,0,1
  I am shocked that Mayo gave HER such a bum deal too and here she was tirelessly giving her all to this forum,0,0,0,0,0,0,1,0,0
CindyI am so sorry to hear aboutthe loss of your boyfriend,0,0,0,0,1,0,0,0,0
  I looked back at his prior radiology  notes and labs and there was nothing that I could read aboutthis being a concern until now,0,0,0,1,0,0,0,0,0
Rick's getting tired of sleeping on his mattress  as the Benjamin's are getting lumpy,0,0,0,0,0,0,0,0,1
it is the last stage of liver disease prior to death,0,0,0,0,0,0,0,0,1
 you all have so much more going on and i never see you whining like that,0,0,0,0,0,0,1,0,0
 All of this happened 6 months after treatment #2  and achieving SVR24,0,0,0,0,0,0,0,0,1
 Livers are a specialty and those with the certification in that are your best choice,0,0,0,0,0,0,0,0,1
   hope all my dragon slaying team is starting out the week well,0,0,1,0,0,0,0,0,0
after the first surgery she was not in her right mental state  she kept asking for her mom and dad who have been dead for years and i had to keep telling her they were gone,0,0,0,0,1,0,0,0,0
  Hopefully it takes another 40 years to get him again,0,0,0,0,0,0,1,0,0
Our best to you both that Thursday is relisting day and T days is near,1,0,0,0,0,0,0,0,0
 Yes I am angry with you but I don't hate you and if you stepped back and viewed David in the light of what I have said aboutsuffering through this disease you would see a different man in him ,0,0,0,0,0,0,1,0,0
 I am sorry to hear aboutthe decline of your SIL and the problems you all find yourselves with,0,0,0,0,1,0,0,0,0
 There IS a difference and I have seen it first hand working with them,0,0,0,0,0,0,0,0,1
basically  we were not approved for SSI Disability benefits  because he had not paid enough into it in the last 5 years  so we applied for SSI the one based on lowerr income,0,0,0,0,0,0,0,0,1
SIgnificant blood results:AST/ALT  28/30Createnin 1,0,0,0,0,0,0,0,0,1
  The substance becomes the most important thing in the world,0,0,0,0,0,0,0,0,1
To my surprise  I couldn't find any website or information aboutthis supplier on the internet,0,0,0,1,0,0,0,0,0
carol  i am so praying that my story will turn out like yours and mikes     pray pray pray,0,0,1,0,0,0,0,0,0
 I got my first set of labs back  looked online and haven't spoken to the nurse she just does hep C patients,0,0,0,0,0,0,0,0,1
   With the suppressed immune system patients get infections frequently,0,0,0,0,0,0,0,0,1
 She has even started helping me plan for a Indian Wedding Ceramony for next year,1,0,0,0,0,0,0,0,0
 I kept coming up positive for opiates and I wasn't even eating poppy seed rolls,0,0,0,1,0,0,0,0,0
My husband had 4 varices banded in the initial emergency  4 varices banded in follow-up one month later  2 varices banded in the 3rdmonth  then he was clear upon the 4thmonth,0,0,0,0,0,0,0,0,1
  But now that things are back to normal - all good,1,0,0,0,0,0,0,0,0
 He will drag you down to his level and beat you with experience,0,0,0,0,0,1,0,0,0
now not all are the same  everyone is different and for me i knew from that little that my mom was dying,0,0,0,0,1,0,0,0,0
Butterfly  you are correct aboutMedicare except that it's from the date he applied  not from the date approved  assuming one is approved  of course,0,0,0,0,0,0,0,0,1
Leslie When my hubby got approved for medicaid  it was immediate that he started getting that benefit,0,0,0,0,0,0,0,0,1
 He would really like to see 2 new drugs to come out then I would not have to worry aboutgoing on Interferon since that is what he thinks caused the ITP,0,0,1,0,0,0,0,0,0
 exactly to the hour a year ago is when it started so this is an odd day,0,0,0,0,1,0,0,0,0
Connie  We did give her the lactulose  but it just doesnt seem to be as effective as it used to,0,0,0,1,0,0,0,0,0
 I think they are taking away far more than they are giving  when one considers cuts to education and other areas,0,0,0,0,0,1,0,0,0
  he would be able to change docs  but I don't think that's the case with NHS,0,0,0,0,0,0,0,0,1
it will keep you in the bathroom and out of trouble,0,1,0,0,0,0,0,0,0
 Pip  Pip  cheerio and whatever you people say when the sun goes over the overpass,0,0,0,0,0,0,0,0,1
  They stopped my diuretic and just put me on 5mg of Amiloride because my potassium level was low and I was having hand and feet cramps,0,0,0,0,0,0,0,0,1
thank-you for your time i apoligize in advance for the spelling-can\'t find how to run spellcheck,0,1,0,0,0,0,0,0,0
My guess is the fluid issues will increase and paracentesis will need to be put on a blanket order from his Doctor,0,0,0,0,0,0,0,0,1
  If he had been stable enough to travel when he was in the ICU  they would have sent him to Strong Rochester  NY for a transplant right away I was told,0,0,0,0,0,0,0,0,1
 Had it not been for the encepalopathy experience  I probably would never have found out I had end  liver disease   Don't have hepatitis B or C  had A as a child but they say that is unrelated ,0,0,0,0,0,0,0,0,1
our members are unparalleled in the compassion and live disease education department,0,0,0,0,0,0,0,0,1
 I also explained to him that I had asteroidshot the day before the last draw  for thehivesthathad gotten out of control,0,0,0,0,0,0,0,0,1
  WOW It must have been pretty traumatic and I'm sure a long  exhausting and difficult road for both of you to get here ,0,0,0,1,0,0,0,0,0
 Last year I spent most of my time concentrating on hubby and his health and sobriety,0,0,0,0,0,0,0,0,1
Your doctors team should walk you thru the program for fatty liver,0,0,0,0,0,0,0,0,1
   Again hope it says non detected  - I will keep this site updated,0,0,1,0,0,0,0,0,0
  At this point I don\'t know yet if I am cured or not,0,0,1,0,0,0,0,0,0
 My CMV level was 3000  positive but not super high,0,0,0,0,0,0,0,0,1
 For now though the first dose is staying down with no problems,1,0,0,0,0,0,0,0,0
 But unfortunately when they are still drinking  there's not much they're going to do,0,0,0,0,1,0,0,0,0
do they re-list at whatever the score is that they run on Thursday,0,0,0,0,0,0,0,0,1
SW - I'm not adoctor but I am educated in general and have read in fact too much on liver disease before I even knew what I was dealing with,0,0,0,0,0,0,0,0,1
 It will consist of online surveys and it will take about15-20 minutes to complete,0,0,0,0,0,0,0,0,1
will be a long time before hubby comes home    the deal was he had to get sober,0,0,0,0,0,0,0,0,1
You are not treating long enough to get Riba Rage hopefully,0,1,0,0,0,0,0,0,0
 Read through some of the old posts and you will learn a lot,0,1,0,0,0,0,0,0,0
I know how you feel when you say you don't know how to break it to your husband,0,1,0,0,0,0,0,0,0
 They have her on so much lactulose at times she cant stay out of the bathroom,0,0,0,0,0,0,0,0,1
 ask the doctor aboutlasix and aldactone and lactulose,0,0,0,0,0,0,0,0,1
He had a liver transplant about3 years ago now and it happened again,0,1,0,0,0,0,0,0,0
 Otherwise  you and your kids will be uprooted and your relationship with Mark might be broken beyond repair,0,1,0,0,0,0,0,0,0
 Youtube has some pretty crazy stuff that will keep you laughing for hours ,1,0,0,0,0,0,0,0,0
 It has been 14 years now and I still get a tear when talking aboutit,0,0,0,0,1,0,0,0,0
 I\'m not a moderator but I\'m sure one will be logging on shortly to give you some expert advice,0,0,0,0,0,0,0,0,1
 She seems in higher spirits after her nap  which is always good,1,0,0,0,0,0,0,0,0
An ultrasound should indicate a tumor  if there is one  though if it is very small it might be missed,0,0,0,0,0,0,0,0,1
  He  has been cooking again  and we have begun to socialize with our friends again,1,0,0,0,0,0,0,0,0
 I know a couple that got divorced to get health benefits  its a crazy world with this stuff,0,0,0,0,0,1,0,0,0
  I have been able to bounce out of bed  go for a jog  ride a bike  and lots more,1,0,0,0,0,0,0,0,0
That's what we are afraid of Connie  that one day she is going to go take a nap and not wake up  but I would much rather her go peacefully than in pain,0,0,1,0,0,0,0,0,0
 Today\'s letter from the hospital has six more things that have to be done  more test\'s never ending I don\'t have a life all I do is chauffer my husband to AA meeting\'s  doctors offices and endless trips to the hospital  I am so tired and so lonely,0,0,0,0,0,0,1,0,0
 I truly think that he feels like his life is almost over and its not worth the fight to him,0,0,0,0,1,0,0,0,0
 I have never heard of the crystals so I'll be looking that up,0,0,0,0,0,0,0,0,1
I used to be a heavy drinker- in fact  it was because of slightly elevated liver enzyme levels that a doctor did a Hep test on me when I was in detox and let the HCV cat out of the bag as it were- but frankly I didn't care much aboutlife at that point,0,1,0,0,0,0,0,0,0
The docs have each told me that this is a benign situation and I shouldn't worry,0,0,0,0,0,0,0,0,1
I have about2 weeks to go and then I am done - one more blood test and then get tested once a year,1,0,0,0,0,0,0,0,0
 They can\'t give him more lactulose without calling Dr,0,0,0,0,0,0,0,0,1
Feeling pretty good - my starting number was a little over 6 millionthe blood work that was done was just a general blood test,1,0,0,0,0,0,0,0,0
 He would have these \'episodes\'  where he wouldn\'t eat  he drank very little  and he would sleep most of the time,0,0,0,0,0,0,0,0,1
I have been reading thehepatitis forumfor months because  like you  I was convincedI had cirrhosis,0,1,0,0,0,0,0,0,0
Arnold I've been so lost now that Oprah is no longer around,0,0,0,0,1,0,0,0,0
he basically said  off the record  hubby would not be excepted as a refferal for eval,0,0,0,0,0,0,0,0,1
 15 months ago  my husband needed a TIPS to prevent bleeding,0,0,0,0,0,0,0,0,1
 I still cry every single day  but no longer every hour - so I guess that\'s a good sign too,0,1,0,0,0,0,0,0,0
 I see his decision as ultimately meaning that he\'ll be dead in a couple of weeks,0,0,0,0,0,0,0,1,0
 I decided to stick with a poultry  fish and somewhat vegetarian diet,0,0,0,0,0,0,0,0,1
 So be happy that you feel good for how high your MELD is,1,0,0,0,0,0,0,0,0
 I read your post and was apalled at what you PMD said and did,0,0,0,0,1,0,0,0,0
Bearhug  you need to see your doctor for a diagnosis,0,1,0,0,0,0,0,0,0
 That wasn't from cirrhosis  I already had a transplant,0,0,0,0,0,0,0,0,1
 Granted  she is not in good shape  we could lose her at any time,0,0,0,0,0,0,0,1,0
 Just thought I would say hello and check in on you   hopefully your day is going well and a smile is upon you through out the day,0,1,0,0,0,0,0,0,0
 Just wanted our friend Allen to understand why some with HE or on transplant lists need to ditch the things that worked prior to HE,0,1,0,0,0,0,0,0,0
  And by the way  it hasn\'t been very long  and there is no right or wrong way  nor is there any time constraints on how one should grieve,0,0,0,0,0,0,0,0,1
Tomorrow I have to phone one of the companies to see if they changed my amount,0,0,0,0,0,0,0,1,0
  Last week was a long  emotionally/mentally exhausting week spending almost everyday at the hospital with my brother then trying to get to work to get stuff done  take care of my home and keep up with my kids school schedule etc,0,0,0,0,1,0,0,0,0
 Right now he is past 2 months with little to no HE,0,0,0,0,0,0,0,0,1
I have been down for the last 2+ days with another bout of vertigo,0,1,0,0,0,0,0,0,0
I did pull myself together to go to a wedding last weekend  but have been so tired since I returned home  I hardly DO anything,0,1,0,0,0,0,0,0,0
 You know Pink Grandma lost her husband to liver disease  so she can be a great support for you  as she knows what you are going through first-hand,0,0,0,0,0,0,0,1,0
I do not know what her meld score is at this time but will get the numbers I need when she does have blood work done tomorrow,0,0,0,0,0,0,0,1,0
Post Edited By Moderator Pink Grandma : 6/16/2011 7:29:44 AM GMT-6,0,0,0,0,0,0,0,0,1
  The plan is for me to return to MD Anderson next February to do more scans I can't wait as the contrast you drink is AWFUL  worse than the regular stuff,0,0,0,0,0,1,0,0,0
Try google:  put each medication you take AND itching and see if anything matches,0,1,0,0,0,0,0,0,0
 I was told to get my affairs in order You wont likely live three months,0,0,1,0,0,0,0,0,0
My partner has had really bad itching over the years,0,0,0,0,0,0,0,0,1
 If she takes any benzo's  Ambien  or anti-depressants  she can have much worst HE,0,1,0,0,0,0,0,0,0
 This does sound like some sort of allergic reaction,0,0,0,0,0,0,0,1,0
  Your kids will see your 0 tolerance and understand their own choices,0,1,0,0,0,0,0,0,0
I don't know aboutcalling the doctor - although my general rule is if you are thinking of calling  you should probably call,0,0,0,0,0,0,0,1,0
I  so scare that cirrhosis make the brain dump and forget everything ,0,0,1,0,0,0,0,0,0
  It is only through this forum I find the courage to deal with the reality of liver disease,0,1,0,0,0,0,0,0,0
 On top of that the cost making it so hard for patients to get treatment seems unethical to me,0,0,0,0,0,0,1,0,0
Dany  What\'s a shame aboutyou being in hospital is we weren\'t in the same ward together ,0,0,0,0,1,0,0,0,0
Hello MAMA Lama I  imported it  through a company in UK  into india,0,0,0,0,0,0,0,0,1
 They did not back date it for him  but from the date he got approved  it was there for him to use,0,0,0,0,0,0,0,0,1
  I hope I at least get a glimpse of him before it\'s all over,0,0,0,0,1,0,0,0,0
 You can give the transplant center a call to see what they suggest for documentation  perhaps,0,0,0,0,0,0,0,0,1
  You have all helped me so much in this journey with Dougie's liver disease,0,1,0,0,0,0,0,0,0
 Dont know whats next  but her doc said today  it is a teeter totter for her right now  and she is on the verge of tottering off,0,0,0,0,0,0,0,0,1
Connie  Oh yeah  he has not been off of the meds  they had changed from aldactone to amiloride but the amiloride did not work good  we went back to the aldactone and it just didnt seem to be taking fluid off,0,0,0,0,0,0,0,0,1
  MamaLama  one of our moderators  her husband had a transplant after going through the documentation,0,0,0,0,0,0,0,0,1
 I feel much more refreshed after the weekend  but being at work today I can tell the stress is starting to take a toll,0,0,0,0,0,1,0,0,0
 I believe it cant be any longer than 6 months as this is aboutthe time frame she started to be civil on the phone with me  prior to this it was nastiness and major attitude during conversations,1,0,0,0,0,0,0,0,0
  She should improve if she gets the correct treatment,0,0,0,0,0,0,0,1,0
  I thought you were taking her home or already had,0,0,0,1,0,0,0,0,0
  Also  Medicaid pays most of the costs for the medication and that will help a lot  if he goes to Dr,0,1,0,0,0,0,0,0,0
 His GP only ever recommended the low sodium  saying red meat has not scientifically been proven to be a problem,0,0,0,0,0,0,0,0,1
 We find the doctors notes often give us some idea of what they suspect,0,0,0,0,0,0,0,0,1
 Only good things can come from him staying sober  so don't give him an excuse to drink,0,0,0,0,0,0,0,1,0
I had just been diagnosed with AIH  but i refused to miss my cousins wedding so I went  sick,0,0,0,0,0,1,0,0,0
 You just have to know you have it and get treatment \'\' said Gish  medical director of San Francisco\'s Pacific Medical Center\'s liver transplant program,0,0,0,0,0,0,0,0,1
  He is on a beta blocker to try to stop the bleeding but he is still losing blood and I guess every month or so will have to have transfusions,0,0,0,0,1,0,0,0,0
so I can return to using caps and punctuation that is too confusing on my phone,0,0,0,0,0,0,0,0,1
 but I did have all the detailed medical information,0,0,0,0,0,0,0,0,1
 Lorenz said he was so angry he could kill when he found out he had hepatitis C,0,0,0,0,0,0,1,0,0
I am getting not taste for food I do eat as I am supposed to but no real taste for anything,0,0,0,0,1,0,0,0,0
 If they did a tumor marker it would likely be AFP alpha-fetoprotein,0,0,0,0,0,0,0,0,1
  He was near death  due to liver disease from alcoholism,0,0,1,0,0,0,0,0,0
  It usually takes ten years or more for symptoms to appear,0,0,0,0,0,0,0,0,1
 However  I think that doctor under discussion was very rude,0,0,0,0,0,0,1,0,0
  Will pray for you all for strength  courage and peace,0,0,0,0,0,0,0,1,0
 Ask one person here what the first step to getting your health in order is ,0,0,0,0,0,0,0,0,1
I have rarely heard of cirrhosis being diagnosed by CT scan,0,0,0,1,0,0,0,0,0
 and then when he died the family came and took anything of value physical,0,0,0,0,0,1,0,0,0
   Respect other members of the community and don’t belittle  make fun off  or insult another member or non-member,0,0,0,0,0,0,0,0,1
As pigs go   I have been told that I have somewhat ruggedly good looks ,1,0,0,0,0,0,0,0,0
 So did your husband not get enough quarters of work history in before he applied for it,0,0,0,0,0,0,0,0,1
