sentence,label
Mama's girl  thanks for checking in with us--and with good news  too,0
 I want you to know that you are welcome here anytime,7
 I know theirs no choice often you just have to manage best that you can,1
 Well when we asked what that means  it\'s very vague at this time but still a little something to worry about,2
 When there is food in your stomach it continues to work,8
If you or guys have any suggestions for quick meals  I appreciate the input,7
The term acute hepatitis refers to the six-month period of time after the virus has entered the body and antibodies can be detected,8
  On the other hand  some of us are lucky enough to get the doctor that stays in the office until the cows come home  if need be,0
 My husbands GI Doc and Family Physician's are both very direct and to the point,1
My husband was dx with cirrhosis due to alcohol is the fall of 2010,8
  Ive two boys at 2 and 4 yrs old - and Ive just had the first clear headed year with them,0
 i dont know if the meds my mom were on would help if she doesnt have hep c,2
it's attached and it's a big sac of blood that's in the way and a potential problem during surgery,7
 told us they were having good results with Klonopin,1
  Please let us know exactly what happened with Dough when you can,2
 To us  she is still pretty critical  but as soon as the DNR/DNI was signed  they moved her out of ICU,3
Early on my hubby was on a low sodium diet  and I avoided giving him red meat from things I had read,3
I have been reading some of every bodies different stories and my heart and prayers go out to each and everyone of you with this terrible disease,4
 Please don't worry aboutfinding the right words - reaching out is enough,0
 He thought he could pitch in at least for his deductibles and gasoline to get placesHe will be 62 at the end of the year,4
  There are things too that I feel I can at least control  like eating mostly fresh fruits and veggies  not even considering another drink of alcohol  limiting my salt  etc,1
Thank you very much for sharing that with me Mama Lama,0
  Caught up on my sleep after the stressful week with the biopsy,0
 I love Mark  but now is the test on whether he loves me enough to stand up and fight,7
 How many times must you hear the same words repeated for it to sink in ,6
I'm happy to hear you slipped away for your much needed retreat,0
But if I was to just lay down and quit  I guess I'd get everything,4
 I have a lot of compassion for those of us suffering illnesses  I really do  but the way I've lived life I think I've burdened loved ones enough already,4
  My choice is to stay off as much as I can - and I would eliminate something that does not feel good unless the reason to stay on is compelling ergo  harvoni,7
It's also good to hear that your current episode of vertigo migraine is waning,0
It is estimated that only 20% of alcoholics will develop cirrhosis,7
 he he hehaving a good week end so far  and you all enjoy the easter holiday,0
So far it's been about6 months and my potassium levels were fine,0
 Gastro guy says that I will be elegible to start treatment for the Hep C in 3-4 months,7
 When you say you 'got healthy ' do you mean your blood tests were normal,8
 I take 4 water pills a day and have been doing that since I left hospital which is about2 1/2 years ago,8
 I thought raw were better  and I have been consuming lots of raw celery and fruits  but I\'ve been avoiding red meat,3
We were told that a patient near death could get a hep c organ rather than die,3
 You'll have to search your grocery food labels carefully and remember LOW sodium on the front of the container is rarely true,7
al' s left leg where he had a port in while sick got infected months back ,4
  So we have this Hyper Enhancement that we have to worry aboutin the back of our minds,2
 Your mom's high ammonia is causing hepatic encephalopathy  which in turn causes confusion  forgetfulness  and sometimes hallucinations,8
 I just did an edonscopy and a colonoscopy and found out I have large esophageal varies with high risk of bleeding and moderate rectal varices,3
having friends and support from this forum has helped me alot,0
 I was feeling lonely because I'm not ready to share this wth people so signed up for this site,2
 At a minimum  he should be taking a multivitamin WITHOUT iron and 500 mg of vitamin C daily  to make sure his nutritional needs are being met and to boost his immune system,1
Glad to see to have some support from relatives and new friend  Debbie,0
 Let her and you enjoy the positive now while it's here,7
 Themister went through aboutthe same thing with ER  EGD  and was in hospital about4-5 days,1
  Liver patients who have been in and out of hospitals numerous times can and do get a staph infection,5
 The best way to stay away from sodium is to not buy food that's prepared  canned  or comes from a box,8
My son nurse anesthetist at Lahey Hospital and Transplant Center Burlington-Boston called in favors,0
Just spoke with nurse and now ammonia level went from 89 to 47 and now is at 119,3
  And the rectal stuff was as effective as a colonoscopy prep,6
and if the patient is still drinking they usually don't go out of their way to educate the patient,6
mostly beer but when you start drinking red beer at 10 AM and still drinking beer at 10PM,8
I do have a question for you more knowledgeable folks,8
 and i supose we will go from there  but even though i am 27years old my parents still feel the need to shelter me so i dont know how bad things are,4
David  yes you are probably right aboutme wanting more recipes,8
 or she would say to you  i will stay in here for as long as it takes  i am not going to put myself through this again heard it so many times,8
  I hope the regular posters can welcome any newbies and help answer their questions in the meantime,1
I do not give medical advice - period - I simply dont,5
 Doctor called early this afternoon and reported no tumors found,0
 When we marry we accept certain obligations and going solely by what I have read so far you have more than complied   It\'s wrong for your husband to be caught in this position and my heart truly goes out to him ,4
This is why I think it might be cirhossis  could the pills damage my liver,2
  Is it possible to have some help come in if you want to keep him at home,7
 Not that I dont think he has a lot of time left  God only knows  but maybe they can visit with him  while he is somewhat right in his mind and have good memories,7
Also  did they do an ultrasound to check for the blood flow in the hepatic arteries,8
 They even went through my old scar  so it\'s a pretty big incision 27 staples but at least it\'s not a whole new scar,3
 hubby is a long way from being dry but for the first time EVER  he is making an attempt to get on the right track and while he dosent need a round of applause for making that decision  medically  he should at least be able to know what is wrong and how much damage he has done and exactly what he is up against,0
 Millions of people with less problems have abused the system  Don\'t be ashamed,7
  That\'s why transplant patients cannot be around young children for awhile after transplant,8
 E is in my opinion to be admired by all   Who but her could manage to devote so much time and effort to the cause of Helping others and spend so much time defending one man all at once ,1
 I started drinking green tea two years ago  instead of coffee  and I drink a lot of spring water now,0
  He won\'t cooperate  keeps jacking up the bathroom heaters but won\'t drink enough fluid  won\'t give me his blood sugar numbers  won\'t do anything I ask him basically - and is treating me really  really badly,4
 In due course I think it would be worth asking what their plans are for treating the AIH in the medium to longer term,3
today I am feeling semi ok for the fist time since mid November  though totally exhausted from being basically in bed,0
 I will send an email to Dany and AIHer and see what they think aboutall this,8
 I feel that staying makes for a stronger community here,0
If you can't have a disagreement without getting upset and name calling please refrain from posting to the offending individual,5
  the total tx for 48 weeks was more than sovaldi tx,8
  However  if you live in a remote area  the chances of your getting into such a trial may be nil,4
I had people tell me  Wow  I don\'t know how you do what you do,0
 He should also be under the care of a liver specialist hepatologist,1
 who had an experience or question that I could answer,8
 Least should we forget balancing two children and a personal life ,7
 I tried treatment with that twice  and both times my white cell count dropped so low that I had to be taken off treatment,3
He found a doc in Miami who had recently moved from Mt,8
 It's important to remember to take care of yourself  too,1
Anyways glad that you are out of the hospital and feeling better,0
 It's true that if a person is doing fairly well  the ammonia--and thus the HE--may decrease,1
 This is something else the old GI doc said that my husband would not need  boy was he wrong,6
 I understand the majority of the report  but does the irregular contour signify anything in particular  or is this what you normally see in a cirrhotic patient,5
Hello to allI am very new to this issue and in the past 10 days have become caregiver to my sister-in-law who has end stage liver disease stage 3 but progressing to stage 4 quickly  hepatitis c stage 4  with issues with acitisis   varcicies  and just had a tips procedure done less than 2 weeks ago,4
  He\'s my best friend  and a really wonderful person when HE isn\'t rearing it\'s ugly head,4
Angie-I am glad that the B&B seems to be working well for you,0
  That should put downward pressure on Giliad also  don't you think,8
 they are also getting him on a list to see a psychologist as that will help with the mental health issues,1
 The other time did treatment  with the Inf and Riba  he felt worse and worse and his viral load was worst at 24 weeks than before he started,4
 If this is all we have to deal with then we are so so lucky,0
 They want her to just follow up next week with an ortho doc,1
com/Find your SIL a hepatologist to treat her  one connected with a liver transplant center is advised,7
and I did not know he had black tarry stools until he drifted in and out of consciousness,2
  New type of procedure - you can put weight on foot same day and hopefully in a shoe by a week to ten days,1
Oh yes  definitely shorter  shes back in  or at least going back into it,8
  He says he feels safe at the B & B  as it\'s like having a Dr,0
we have been dealing with his illness for almost 3 years and at this point looking for more information on a personal level than the doctors are providing,1
It must be awful to watch your husband continuing to drink,4
 We have finally come to realize that  when her bms are a little more runny  she is doing good  but when it starts getting firm  she starts getting sick It is weird how you can tell from someones bm,3
  Since he's been out his score went down to 18  3 weeks ago it was at 11,0
  But please don't take anything until the doctor clears it,2
 That is a good idea as I don't think the reviewer would complete the session,3
 getting to core of your blood count deficiencies  seems most important,7
  Try and keep your stress level as low as possible as it can cause all kinds of other issues,1
Thanks for all ya\'lls help and encouragement before I left  it really helped me not be as worried,0
 Psych not covered--but required by transplant unit,8
WifeofD - has your husband got any better in the last two weeks,7
 and do not ask for personal information from others,5
 I think I\'d be half welcome and you could end up the R,4
 I have been placed on iron after surgery  but I've neverneeded a transfusion,3
 And family means everything to me  so I\'m going to go all out,0
 From what I read here  Mick spends most days sleeping  at the beauty shop  indulging the kids and bothering you,0
 It is sad to say  but she is like a kid in a candy store anymore when it comes to things she shouldn't have,4
 It takes much faith and determination to get through the transplant,4
  I know that there is at least one AA message board,8
Connie  hope you are happy and close to done with your agenda,1
  She has become very strong in her own way  and for that I am proud of her,0
 But with all things considered  he manages to have more better days than bad days,0
 I do have another question aboutlabs - do those who are post transplant  find that their WBC's tend to be low,3
Discharge was to follow up with the GI/Hepatologist  and Nephrologist,8
Hi jadec14 and welcome Sorry aboutyour struggle with this stubborn infection,4
 So please do try to get out and do something to take your mind off everything for a few hours,7
You do what you gotta do in each situation that comes up,7
 Have been on prednisone since 1990 cuz it was only thing that would keep enzymes near normal,7
 I made her a carnation instant breakfast shake with fresh Raspberries so she could have that on the way over and she took her medication when we got there,1
  You can be sure it is related to his ESLD and nothing can be done,6
 Of course I don't want to think aboutthe end stages of hepatitis,2
 The trips were quick ones as nothing solid issued forth for 5 years that I used it,6
 He is afraid to flare up my ITP again so he wants me to just wait it out,1
 it was not hard to attest to that because that is what happened,8
 To shut up the critics  I explained that I was 20 - 30 years their senior  made more money than they did and if they didn\'t like it  tough,6
 One day at a time he will leave all the negatives behind and step into the future as a new person  full of hope and positive expectations,0
Evidently we don't know how to work the system,5
 so i\'ve poked around some HCV sites that explanin some cases it takes up to YEARS for this chemical to get out of your body and that the symtoms will continue until it\'s gone if it actually does,3
a couple of people have written in that there dogs and catswere diagnosed with AIH,3
 Even just for a couple of hours  it will be nice to get out and laugh,4
  The lactulose should help your mother quite a bit,1
  I have also reduced the amount of beef I consume and eat more chicken  fish and pork,7
 pharmaceutical industry trade group on Thursday defended the cost of Gilead Sciences Inc\'s new hepatitis C drug  Sovaldi  saying such treatments offer a priceless breakthrough for patients with the liver-destroying virus,1
Natty  it's a roller coaster ride and it takes a very strong person to stay the course,7
Tomorrow I pick up Hubby from  the B&B  nursing home so he can spend a day at home,0
Splash when you get a chance drop us a line and let us know how your doing,1
David  You're truly one of the great thinkers of our time  I've been telling Karen for a month now that Mark is so much like her ,1
Much of my brain haze declined when I cut out foods high in ammonia,0
it had slipped my mind that some cough meds have alcohol in them,3
I think naming this forum Hepatitis is very misleading,5
  But sometimes she can barely walk and has a lot of trouble getting up from a lying position,4
 These two things alone makes for bad characters in the ultimate pity party play ,5
 If your brother-in-law is handling her meds  he can do this,1
 With the economy being what it is now  they are making big cuts to Medicaid,6
 It would be cheaper for them to cover this treatment for 12 weeks rather than years of anti-rejection drugs after a transplant or cancer drugs if I develop liver cancer,5
 This morning we went up she is a medically induced coma  so she is resting  but she is only attempting to breathe about3 times a minute on her own according to the monitor,2
  Even if it's positive  there are a number of treatments available to shrink and/or kill the tumor,1
 She goes back to her hepatologist in a week so maybe I can get him to talk to her aboutit,1
Barrylink - thank youI am pretty healthy - I smoke about1/2 pack of cigs a day and those do not taste real good right now - so who know - might be quitting,7
WorkinGirl  given his alcohol history  your hubby no doubt has ALD and probably cirrhosis,8
  He had a tumor in his liver at transplant time so they check very often,0
 So all of us can benefit from a bit of HALT in our lives,0
 In the cold months I like to make polenta yellow corn meal to accompany entrees,8
  His MELD score fluctuates between 13-16 every 90 days,2
I just switched Lyme specialists and at my initial appointment she ordered a gazillion labs  of which included a hep a  b  and c panel 14 vials of blood,5
 As you say  we've gotten to know you and now are concerned aboutyou,2
 He was cured in 2014  but had that virus inside him for the first 3 years  and that is a risk for his new liver,2
  Especially when I have no control over what they are feeding him in hospital,2
 However  when the liver is damaged  these poisons can build up in the bloodstream,2
  We try and have a very calm enviroment around the house and try to keep the stress level down as much as possible,7
 I cane in there and she was standing there  with a very absent look on her face and just kept repeating 3 phrases,4
 filled it and tossed it down like a shot of whiskey,5
When I go to see him  he cries and is despondent aboutthe shape of his body  pain  energy level  the side effects of the drugs  and his general lack of interest in life,4
  I will keep her safe with me and have home care come in for bloodwork and PT,0
These can be 911 emergencies  especially the bleeding,2
 just have to keep a lock on those threads when they run out of control,2
Kimip2 I had the tips procedure done in February of this year,8
 The blood test before that it was a 31 His MELD was higher then,8
 It\'s like we are all sitting on Gods roulette wheel sometimes,6
 I'm now tapering off the pred  just have to see how things go from here,7
 your mom may want to quit but the addiction may be to strong or she may say whatever im dying anyways and keep on,5
The doctors are taking an educated guess of cirrhosis when they don't do a biopsy,8
 This is to prevent you from falling through the cracks and not being noticed,8
  for me as we are all different I think the Xanax is the lesser of the two evils Xanax vs Ambien,7
 I just know the last several times she has gotten sick and had a spell of HE  she has complained of her stomach and thought she was going to vomit,4
 I always asked him abouthis results from lactulose  his sugars  inspected his feet and his other vitals  BP  weight  temp and oxygen levels,8
   Seeing the Oncologist Sept 19 for the next process to be done,1
 later  he was called in for review--despite the fact that he had since had a stroke  a heart attack  developed diabetes and esophageal cancer for which he had received radiation,4
 I was so tired by that point of his evaluation that I did not absorb,4
 It is hard on us both  him more so  but we know that she is really suffering,4
I hope all who is reading this has a great dayRespectfully',0
I am so sorry to hear that you have multiple issues,4
ytrewq Welcome to HealingWell Sorry to hear your brother is in his own denial,4
all they\'ve done is blood work and a liverultrasound,6
  We just had an Ultrasound done and are awaiting the results,1
 I sat down and rested during this time and i took tylenol2 of them extra strength that seemed to help,0
 You may feel comfortable in limbo land because you are worried aboutfalling back into bad habits maybe,2
  I was afraid that any day I was going to wake up  and he was going to be gone,2
 It sounds like you are doing the right things and progress is being made,1
Of course I read things and talk to doctors aswell when I can  Ive told you these things and you still keep ranting aboutthe internet,6
 Also  her creatinine level is very  very slightly elevated,0
  Good to hear that you and hubby are taking good care of yourselves,0
 Since that time  I may have had a total of 6 beers in the following 3 months no itching with beer just wine,8
 Some of them have reasons for liver disease independent of the procedures,4
my hubby has a fasination with gypsy culture and has all kinds of books on gypsies,8
  No yellow-ness  swelling  vomiting  ascites or edema that I can tell,0
 You guys are veterans  what do you think aboutall this,1
 The son who's on the black ban is 28 and has done that weed smoking crap since he was 16 ,6
 If he went to a doctor and was diagnosed  I\'d be the first to try and help,7
 There is no point in someone being unprofessional and making others feel that they are not as important as they are,6
  I did see that HEP A symptoms can relapse 6 - 9 months ago but have not seen anything abouta year and a half later,0
 We did not think he would make it  but he went to AA  got in a good liver program at Jackson Transplant Center in Miami FL  took alll the medicines  followed their directions perfectly  and lived long enough to qualify for and get a liver transplant,0
 I now know that that particular counselor  who had access to my urine  was replacing my clean urine with his dirty urine,6
don't ever give up hope just because you have been told it is hopeless,1
 im a reasonably intelligent girl but this just baffles me,3
 She is sleeping a whole lot now  more than I have ever seen her do,2
 Sorry you are going through this and hope you are able to find treatment for the Hep C that works for you,1
 but since I was diagnosed in 2005 I have been afraid to get into a relationship because of hep c I am the type of person that goes right to the truth & would probably tell them on the 1st date so its just easier not to,2
Hillebrand said he is seeing two general types of liver patients in Southern Nevada,8
no over nights in the hopsital  but we will be there all day every day,7
 So the doctors said I've been dealing with severe depression due to the fact that I did try to take me life twice,2
 Went for transplant eval last Aug and then 4 months later was told not to worry abouta transplant at the moment and that in June we would instead start treatment,1
My pcp is as blunt  if not more so than your husbands doctor,8
 He wants to wait to do the biopsy because she has to get BW done first,1
While 95 percent of the patients are from Southern Nevada  registry respondents come from 43 states  Labus said,8
 thought it was safe to do so for a couple days until my appointment Tuesday,8
 I hope in time she will be willing to listen to you and to learn more aboutthis disease,1
Good thing I will have 363 days left in 2012 to get this done,7
The ones that say L or l mean those are below normal,8
After 3 years on the list and 9 yep  NINE offers the mister finally received a transplant on Father's Day,0
They were dangerously low  and this causes confusion too,2
I just plain didn't know how long I could continue,4
When I go to sleep - I sleep I have not taken a melatonin since taking these meds - not supposed to and I am very surprised how I just knock out,3
Five weeks since hernia surgery and I\'m feeling quite good  though I have not  until today  actually begun posting like the old days,0
Dad was give 3 months initially  then I emailed another cancer specialist at the National Cancer Institue and he said 12 - 14months with the drugs,3
My surgeon  of course  will make the decision once he's there,1
He is more concerned that it appears to be attacking my liver,2
Above you mention he's stopped drinking and isn't getting better,3
I feel very fortunate that I had the doctors that work those kinds of medical miracles working on me,0
his sores have cleared up  belly remains slightly swollen but less than was previously  he walks better and his rages seem to have been replaced by a tearfull self pity,0
Prior to Lyme I was against taking antibiotics for anything unless absolutely necessary and here I am now going all in,4
And - david - dont write personally again to me please with your snide little insipid email tactics off the board,5
It has a lot of good information about liver disease,8
I have a friend who originally got SSD because of severe toxicity from an OTC natural substance for sleep,4
  I was wondering about that because I have never heard of that,3
  I have 2 hernias that they will fix and then they will look around to see if my appendix tumor cells are replicating,2
 Anything of this nature tends to build up in the system so do antidepressants and may need to be adjusted down,8
 of continuous sobriety when I was diagnosed with hep C in \'93,8
 what a great feeling  reading those words not detected,0
 My husband is also very ill but not enough for a transplant yet he is on the list with a MELD of 16  it has gone as low as 13 and as high as l7,2
 From what I've read  that shouldn't be too tough for most folks here,1
  I imagine he's on Bactrim and Acyclovir  like I am,8
 I was surprised at the level of fatigue that hit me a few days ago,3
 That is what began my new search on the web for information and I found this site,8
  Seems the meds for antirejection are tough on the kidneys and we have a sort of joke,5
 I also have a support system set up for myself and for the kids as we need it,7
There are many folks on here that are more knowledgeable and they will be a long shortly to answer or add to what I have written,8
  She died at 87 and was a pioneer woman that told tales of huge herds of buffalo and hords of locust and blizzards so bad you had to run a rope between the house and barn so you didn\'t get lost,8
 Our TGH volunteer that helped us after Robert's TX had this - it's actually fairly common,8
 It's like they know they dont have to save her  so it didnt matter anymore,5
 We made the decision to intubate her  to make it easier,8
In FL  the Marchman Act covers alcoholics and drug addicts,8
 They should be on the first or second page and will say Education: Stages of Liver Disease  etc,8
 This is certainly a case of the tailend wagging the dingo as they say in Trollope Creek,8
 the best thing I can tell you is to learn to breathe in the moment,7
What gets to me about this screwed up country - is even if we go private - we still have to make NI contributions which are supposed to go to the NHS,6
 I have always opted to be an organ donor on my Driver License but I was wondering if my organs would even be *usable* since I have the virus,8
 Your input along with Rick and Mick's is very valuable,0
 Could you tell me what's the way for foreigner of getting a prescription in India,8
 To me  constant diarrhea was the worst part of dealing with a failing liver,4
only if one is at high risk for liver cancer or there's suspicion of cancer,8
  They say they will be happy to have him make it 91 days  we are at 30,2
 I did so much research on the new treatments and I had no doubt of how successful they would be,1
 But she is going to need some professional help and advice as well in order to know how to care for him  what to watch for  and to be firm about eliminating and NOT providing it for him,8
Hi P&C I am from Canada in the province next door  welcome to the forum,8
Most of the doctors that she has seen have said that they think she is into the cirrhosis stage,4
 As you learned  Lactulose is to eliminate ammonia from the brain which causes hepatic encephalopathyvia multiple BMs,8
 It allows the fluid to bypass my liver and the toxins are expelled via normal bodily functions,8
 If there's one thing I've learned from this group  it's that I do NOT want to let this disease play out any further than necessary,7
 When I spoke to her last month she told me not to worry that she and the drug company would handle all the paperwork and details for me,0
 The urine in general turns dark when one is near the end,4
 No true drunk will lose the love of his life  Actually death  without a fight   It's been his crutch through thick and thin for years ,8
We have lots of members who are dealing with hepatitis themselves or they are caretaking for a family member with it,8
  I am so sorry that you have to deal with this terrible disease,4
 We do have some members here with Hep B and I will give your post a title so they can find you more easily,8
I am going to go ahead and tell the family to come if they can  I don't know if he will recognize anyone,2
 He tried the banana thing but it didn't work for him,4
  I know losses of those we love can take time to come to terms with,7
THe way I act now - Limbo Land - is kind of an inbetween - I can live like this - be good to my family - work hard when I feel up to it fatigue wise - and stay off the booze easily,7
 Your choice though  you know your strengths better than we do,1
 As David mentioned  there can be a number of reasons for this  such as age  his condition at the time of transplant  etc,8
Are you saying you are only joking or something now,3
My mom just called me and she is not eligible to be put on the list because she is refusing a psych evail and the TIPS procedure,4
  If possible  when you are able to  get a referral to a Hepatologist,8
The hitch with the Pfizer giveaway is that the person has to have lost their job since Jan,8
 He was the one who broke through all of my walls and allowed me to love again,0
  He still is not very sure he even wants the evaluation,2
 '07  but came back even larger a couple of months later,0
I have family members who are active in AA and have offered to take her to meetings if she chooses to go  but that has to be her decision to go  I can suggest but cant force her to go,7
  If a person is disabled they are entitled to Medicare two years after the person is determined disabled,8
ultrasounds and CTs show surface textures  size and shape,8
 Points have been made and any further discussion will be fruitless,5
  One of my co-moderators  Dany  has AIH and has been living with it successfully for quite some time,7
  I know that you two made a lot of sacrifices to get to this place,7
  I know I'm grateful to be retired  even if it is hard to make ends meet sometimes,0
just different things he found that worked in two treatments,8
  BP dropped so low and they are working him off 3 BP meds and loading him up with antibiotics,5
he could have one crisis right now and that be his last crisis,2
 But here I am feeling so confused sad and feel like my life is out,4
 So I know that\'s part of what\'s going on with me,4
 The sleeping is normal  but of course there would be even more sleeping if he is drinking,8
 Don\'t forget to tell your princess they are the love of your life and let them know your day wasn\'t complete without them by your side ,7
  I'm still NOT DETECTED 4 months after end of treatment,5
Angie  that\'s good news that he\'s more clear minded and thinking about the future  which shows optimism,7
  Is the bleed from the diabetes or ESLD or do you know,8
 Then moved to a better liver/kidney hospital and tests started all over again and start/continue on meds,6
 The main difference is that neomycin makes you more gassy and runnier  plus they need to keep checking on her kidney functions,8
I have a doctor appointment on Thursday February 11 - got blood work done - so we shall see how we are doing,2
So  anyone with experience in high iron levels from cirrhosis,8
Hubby is now on week 3+ of bad cold with non stop cough,4
 We've known each other since we were 14 I'm 66 now and know everything about each other's lives,1
  Another blood text in 4 weeks that tells me if the number is going down,7
Also  does anyone who successfully completed tx feel any different physically,8
  The paranoia is FIERCE and extremely difficult to control,2
 I never let myself believe for one minute  that he wouldn't make it,7
 Thanks to BCBS for covering the thousand dollar a day miracle drug,0
Yes Rick He's had his lactulose with beetroot and is as lucid as you are likely to find him on a good day,0
  He stayed sober for a month and a half and went back to drinking I noticed him drunk again on my birthday,5
 Trying to find a doctor that would see her was also quite the hurdle as most in our area arent accepting new patients  let alone a new patient with all these issues,2
  I did ask hubby if the on call GP mentioned his liver disease  and they did discuss  so I feel better about that,0
 that was the last thing on earth I wanted to hear much less expect not knowing anything about how our entire life was going to change,2
 My father committed suicide when I was about 25  and that was devastaing,4
 I'm amazed at your story and saw where you took something called Inferon,0
  I know that this is temporary and for a really great cause  and that makes it all completely worth it,7
 Mine was direct-deposited over a week ago and I was surprised  as I wasn't expecting it until the end of May,3
 My thinking is slowed and I cant imagine anything  I have trouble remembering names or words  I have constant tinitus that never stops and songs or sentences that repeat over and over again in my head  NON STOP all day,4
